"Symbol" "INF" "CTRL" "acute" "conv" "inf_ln2" "inf_ln7" "ctrl_ln2" "ctrl_f2" "inf_f7" "inf_f2"
"ENSG00000186092" 1.04924089468146 0.185547211534339 1.01195672719514 0.301895327126123 0 0 0 0 0 0
"ENSG00000187634" 1.27286986339932 0.115134795402769 0 0 4.13868039372952 13.6840499006656 6.41481790840937 3.51303628796629 2.91196536472543 4.35019287415436
"ENSG00000188976" 0 0.103331421414502 2.47319319069606 2.42526848472486 14.0354081460976 11.2905201569442 12.0158964036018 6.61805006168882 7.51864268375753 5.60305552243712
"ENSG00000187961" 0.308490572032241 0 2.26149386419762 2.188619337634 13.3829643354333 10.1334488993616 14.2451933207279 59.7218752511174 48.3501448475882 58.2892722390533
"ENSG00000187642" 9.39984747838572 0.291027703585973 0.0647109330486035 0 473.494797071489 263.305797533172 286.976566207148 2685.1021270727 1447.75094225647 1861.79415713508
"ENSG00000187608" 24.464570091158 0.275239483286113 0 0 5.54038438688906 0 0 0 0 7.97481233496956
"ENSG00000188157" 12.3131197655496 0.102366689663483 0 0 87.4822740144991 36.0069050287108 51.4379045095206 139.845707561506 126.85967237272 291.431518644711
"ENSG00000237330" 1.31526921306311 0.170062756213907 0 0 7.25860890172167 15.2628821141817 16.7215216530183 93.6079228433978 40.731209603047 45.185576380863
"ENSG00000131591" 0 0 0 0 28.1977160320812 31.8771185049624 31.1074727582023 18.9452126299715 14.1597251721828 10.6666976394411
"ENSG00000207730" 0.745047387584323 0.21242645786248 0 0 0 0 0 0.841691411140485 0 0.818238811309916
"ENSG00000162571" 2.29319260903172 0.128792926760767 0 0 6.11307185922045 1.49722183279296 4.73669247713385 26.9402840406764 14.2434720310842 28.1936447143842
"ENSG00000186891" 0.380664291965558 0 2.16446580376112 2.16587563154448 29.0042187888886 23.7626536678973 28.5564326421306 7.42013281585592 13.1360285713495 12.6381497975178
"ENSG00000186827" 0.116732527244477 0.136703833282364 0 0 11.9597314574514 8.29921112077895 10.9485171776738 0 3.17158738861987 0.689914503669297
"ENSG00000078808" 0 0 4.4834547459297 4.47454979097945 29.4928279952514 30.050690355824 31.6052507595392 28.0861835783947 28.8077989644712 26.3204927829108
"ENSG00000176022" 4.34527603838366 0.104104393217037 4.75199344174673 4.35467368048668 0 0 0 0 0 0
"ENSG00000184163" 2.61267057912961 0 0 0 59.7576809815602 60.4652429334351 95.2288302966558 251.455465071343 193.643298862681 239.269999385797
"ENSG00000160087" 3.40024478431297 0.216852156497612 5.73701433821188 5.66424490610389 0 0 0 0 3.12887231610184 0
"ENSG00000131584" 0 0.12453562142089 2.14579740507974 2.13863014902336 0 3.04368238358907 2.85950437076611 9.19804382861156 6.66347469336642 5.29513620271277
"ENSG00000169972" 0.0752810711035872 0 2.16978439336816 2.12032735002863 8.34220491620009 9.89800054478168 10.4333016813369 14.5637685629361 12.4421365041763 10.4678897846711
"ENSG00000127054" 0.944198784667065 0.104548361965961 3.70641549345913 3.65493151739727 0 0 0 0 0.708292800406311 2.1442959234927
"ENSG00000224051" 0 0.121275571904869 0 0 12.0311987554019 14.7008879632252 11.2706738898275 21.86305507956 18.4989588600744 18.3850093644589
"ENSG00000169962" 0 0.123155598217098 0 0 2.36987387754627 2.88876737537984 2.83893900584541 0 0.685524937655233 0
"ENSG00000107404" 2.46679321084393 0.112014633762854 4.68504248227543 4.66356065987502 19.216924106352 22.6382757171595 25.8794104954176 36.1136831363932 26.3541874432472 30.4186344564928
"ENSG00000162576" 0 0.123259103642211 0 0 19.3237693533056 18.8647465875675 22.7179749696643 151.683905308739 120.399891671495 117.636008271181
"ENSG00000175756" 1.00426993622121 0.156783735382321 6.64742163373902 6.64607304329045 3.9549877671144 4.22468454721184 3.7861922537719 3.39030619047901 5.04820271448334 3.68795299505789
"ENSG00000221978" 1.40475588292125 0.214918904899011 3.08070652643193 1.69909217473306 13.8173279337693 13.8188827953863 15.6154505916706 7.89561938983781 7.16469198167287 9.18949538696778
"ENSG00000242485" 4.24716920212133 0.121923368800824 6.75084336780298 6.04548259554416 0 0 0 1.03741849013943 0 0
"ENSG00000235098" 1.62094707445478 0.21242645786248 0 0.0331476754935419 0 0 1.6618819854399 6.89685894938597 5.17287180538219 6.93406634275828
"ENSG00000179403" 1.28707159621949 0.123420177116317 0 0 179.833811397548 264.154342097268 354.264304481623 491.224167982247 523.203997617196 454.029918189212
"ENSG00000197785" 1.7517438243322 0 3.93507245498854 3.93164106278441 26.9696340666369 24.8430955824433 25.9920648258479 28.574250797443 27.2566794930113 24.5627114231112
"ENSG00000205090" 0.0910283702541123 0.150189711791358 0 0 2.64899609053988 4.13112937073908 3.97757510389364 5.93189241585673 5.49108158286157 4.16958950006282
"ENSG00000160075" 0.539210467980095 0.214610251562007 4.12731809431436 3.80985255781235 0 0 0 0 0 0
"ENSG00000228594" 0 0.113864638032824 0 0 33.2156055692567 37.6797550982254 54.9428450575904 103.989530248855 62.5989371970854 68.3557655414648
"ENSG00000197530" 1.50423804083116 0.100706332380546 2.97030654984633 2.96327310858866 2.20447373606406 2.62108478920807 3.92301265800174 1.58503032179083 0 0
"ENSG00000189409" 0.135242785253773 0.127202783537063 0 0 20.8047254145846 31.7623405075161 39.5835696730594 23.1006208954336 28.1889677469223 13.7281483136418
"ENSG00000248333" 0.7928213243579 0.103934769544503 3.45166791496729 3.40880957587061 13.637928370779 11.5808218502167 14.1857116456345 9.16782564328296 8.59311845963094 8.8311100280746
"ENSG00000189339" 0 0.227796995598319 0 0 0 0 0 0 0 0
"ENSG00000008128" 0.747879987164569 0.101855505405541 2.32884748925251 1.74494495944288 44.872400165642 39.3592502006547 46.3404871666809 32.8922977989219 31.3520533547193 31.9898828468322
"ENSG00000008130" 0.637359966831049 0.119371872986797 3.37084938681594 3.7448717899883 0 0 0 0 0 0
"ENSG00000078369" 0.0842530007813111 0.142519548119913 1.6428179741975 2.04175251866996 0 1.63090544452039 2.67214208164692 2.58559207932962 5.63023497697338 3.85521851220516
"ENSG00000178821" 0.236110804878926 0.135746212811971 0 0 1.36421748598865 3.67531658106963 0 280.119267794879 76.5357452564978 183.855488593569
"ENSG00000142609" 2.12269650568825 0.186661784223632 0 0 45.8199133861488 33.8576259344199 35.5264364422229 11.6225074486245 11.5842001280601 12.3454262644048
"ENSG00000187730" 0.716190706638824 0.107794126230285 0 0 0 0.79662227307169 0 0.680997572836403 0 0
"ENSG00000067606" 2.44001258325689 0.101322543359105 3.96420218324462 3.93954834728121 1.57278483771162 0 0 2.39064694584014 2.65484987618237 2.64663187987252
"ENSG00000157933" 0.0839530619377304 0.242228058023156 0 0 7.41568331862702 8.05678327087425 10.751358488445 17.3422084925299 16.4420225579734 12.3397254298207
"ENSG00000116151" 0.0668842218003899 0.111033843895334 0.376749706885355 0.173884480100933 20.9874275053733 25.236710896213 22.8905322386696 13.8497769020523 13.6579190414689 12.7659952894354
"ENSG00000157916" 5.61347133390824 0.15415534594908 7.23189619499222 6.7756756244079 2.92205464694714 3.87395703430788 2.92223059369556 4.72827627950599 6.28817244252414 6.333639337251
"ENSG00000157911" 1.10931347154601 0 4.0990631559219 3.48119816217923 5.73347536780505 9.58737309866905 9.47060610500808 7.01999508281784 4.26386538628948 4.10640637547666
"ENSG00000149527" 0 0.168795447358293 0 0 0 0 0 41.8942811679953 23.8325546298347 30.9357073846148
